from,to,from_alt,to_alt,playername,transfersumme,weight,transfertype,season,year,transferfenster,ligaintern,transferid
B04,TSG,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,Nadiem Amiri,9000000,6,1,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/232454/transfer_id/2581905
B04,TSG,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,Kevin Volland,20000000,7,1,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/82009/transfer_id/1486198
B04,TSG,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,Kerem Demirbay,32000000,7,1,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/125858/transfer_id/2470493
BEL1,TSG,RSC Anderlecht,TSG 1899 Hoffenheim,Jacob Bruun Larsen,99,1,2,2021,2021,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/293281/transfer_id/3217177
BEL1,TSG,Standard Luettich,TSG 1899 Hoffenheim,Jiloan Hamad,100.000,2,2,1415,2015,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/63833/transfer_id/1184432
BEL1,TSG,KV Oostende,TSG 1899 Hoffenheim,Knowledge Musona,500.000,3,1,1415,2015,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/120785/transfer_id/1161723
BEL1,TSG,Standard Luettich,TSG 1899 Hoffenheim,Joao Klauss,550000,4,2,2021,2021,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/498862/transfer_id/3203507
BMG,TSG,Borussia Moenchengladbach,TSG Hoffenheim,Fabian Johnson,0,1,1,1415,2014,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/31041/transfer_id/1025331
BMG,TSG,Borussia Moenchengladbach,TSG 1899 Hoffenheim,Fabian Johnson,0,1,1,1415,2014,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/31041/transfer_id/1025331
BMG,TSG,Borussia Moenchengladbach,TSG 1899 Hoffenheim,Tobias Strobl,0,1,1,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/57845/transfer_id/1459223
BMG,TSG,Borussia Moenchengladbach,TSG 1899 Hoffenheim,Peniel Mlapa,2500000,5,1,1213,2012,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/70280/transfer_id/720228
BRA1,TSG,Figueirense FC,TSG 1899 Hoffenheim,Wellington,99,1,1,1011,2011,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/67207/transfer_id/511271
BRA1,TSG,CA Linense SP,TSG 1899 Hoffenheim,Wellington,99,1,2,1112,2012,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/67207/transfer_id/682248
BRA1,TSG,Gremio Porto Alegre,TSG 1899 Hoffenheim,Guilherme Biteco,99,1,2,1213,2013,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/212902/transfer_id/816151
BRA1,TSG,AA Ponte Preta,TSG 1899 Hoffenheim,Luis Advincula,99,1,2,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/103890/transfer_id/905501
BRA1,TSG,Vasco da Gama Rio de Janeiro,TSG 1899 Hoffenheim,Guilherme Biteco,99,1,2,1314,2014,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/212902/transfer_id/1071439
BRA1,TSG,EC Cruzeiro Belo Horizonte,TSG 1899 Hoffenheim,Bruno Nazario,99,1,2,1516,2016,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/250010/transfer_id/1394767
BRA1,TSG,Fortaleza Esporte Clube,TSG 1899 Hoffenheim,Felipe Pires,99,1,2,1920,2019,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/327911/transfer_id/2572210
BRA1,TSG,Botafogo Rio de Janeiro,TSG 1899 Hoffenheim,Bruno Nazario,99,1,2,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/250010/transfer_id/2762690
BRA1,TSG,SC Internacional Porto Alegre,TSG 1899 Hoffenheim,Lucas Ribeiro,99,1,2,2021,2020,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/605893/transfer_id/3009258
BRA1,TSG,America FC MG,TSG 1899 Hoffenheim,Bruno Nazario,99,1,2,2021,2021,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/250010/transfer_id/3319908
BRA1,TSG,Club Athletico Paranaense,TSG 1899 Hoffenheim,Bruno Nazario,100000,2,2,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/250010/transfer_id/2171742
BRA1,TSG,SE Palmeiras Sao Paulo,TSG 1899 Hoffenheim,Felipe Pires,400000,3,2,1819,2019,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/327911/transfer_id/2345395
BRA1,TSG,Botafago Rio de Janeiro,TSG 1899 Hoffenheim,Maicosuel,4.000.000,7,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/54183/transfer_id/454140
BRA2,TSG,Tombense Futebol Club,TSG 1899 Hoffenheim,Chris,0,1,1,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/3233/transfer_id/864137
BRA2,TSG,Guarani FC,TSG 1899 Hoffenheim,Bruno Nazario,0,1,2,1617,2017,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/250010/transfer_id/1749429
BRA2,TSG,Goias EC,TSG 1899 Hoffenheim,Wellington,99,1,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/67207/transfer_id/622812
BRA2,TSG,Esporte Clube Pelotas,TSG 1899 Hoffenheim,Junior Ponce,99,1,2,1213,2013,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/214654/transfer_id/816157
BRA2,TSG,Santa Cruz,TSG 1899 Hoffenheim,Guilherme Biteco,99,1,2,1415,2015,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/212902/transfer_id/1184430
BRA2,TSG,Clube Nautico Capibaribe,TSG 1899 Hoffenheim,Guilherme Biteco,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/212902/transfer_id/1342639
BRE,TSG,SV Werder Bremen,TSG 1899 Hoffenheim,Leonardo Bittencourt,600000,4,2,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/93844/transfer_id/2631308
BRE,TSG,SV Werder Bremen,TSG 1899 Hoffenheim,Kevin Vogt,750000,4,2,1920,2020,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/84435/transfer_id/2755107
BRE,TSG,SV Werder Bremen,TSG 1899 Hoffenheim,Jannik Vestergaard,4.500.000,5,1,1415,2015,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/99331/transfer_id/1181840
BRE,TSG,SV Werder Bremen,TSG 1899 Hoffenheim,Leonardo Bittencourt,7000000,6,1,2021,2020,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/93844/transfer_id/2958822
BVB,TSG,Borussia Dortmund,TSG 1899 Hoffenheim,Joseph Claude Gyau,120.000,3,1,1415,2014,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/160670/transfer_id/1076467
BVB,TSG,Borussia Dortmund,TSG 1899 Hoffenheim,Jeremy Toljan,7.000.000,6,1,1718,2017,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/129674/transfer_id/1897586
BVB,TSG,Borussia Dortmund,TSG 1899 Hoffenheim,Nico Schulz,25500000,7,1,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/85867/transfer_id/2481578
CHN1,TSG,Beijing Chengfeng,TSG 1899 Hoffenheim,Sejad Salihovic,0,1,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/9354/transfer_id/1255649
CRO1,TSG,GNK Dinamo Zagreb,TSG 1899 Hoffenheim,Josip Simunic,0,1,1,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/354/transfer_id/629727
CRO1,TSG,HNK Rijeka,TSG 1899 Hoffenheim,Antonio Colak,99,1,2,1718,2018,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160668/transfer_id/1999539
CRO1,TSG,HNK Rijeka,TSG 1899 Hoffenheim,Felipe Pires,99,1,2,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/327911/transfer_id/2795895
CRO1,TSG,HNK Rijeka,TSG 1899 Hoffenheim,Antonio Colak,850000,4,1,1920,2019,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160668/transfer_id/2518534
D98,TSG,SV Darmstadt 98,TSG 1899 Hoffenheim,Antonio Colak,150.000,3,2,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/160668/transfer_id/1548454
DNK1,TSG,Aalborg BK,TSG 1899 Hoffenheim,Philipp Ochs,99,1,2,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/207592/transfer_id/2217014
DNK1,TSG,Broendby IF,TSG 1899 Hoffenheim,Marvin Schwaebe,700000,4,1,1819,2018,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160929/transfer_id/2132103
EBS,TSG,Eintracht Frankfurt,TSG 1899 Hoffenheim,Tobuas Weis,99,1,2,1314,2014,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/20444/transfer_id/994862
ENG1,TSG,Swansea City,TSG 1899 Hoffenheim,Gylfi Sigurdsson,500000,3,2,1112,2012,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/90466/transfer_id/664817
ENG1,TSG,Norwich City,TSG 1899 Hoffenheim,Lukas Rupp,500000,3,1,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/82863/transfer_id/2756492
ENG1,TSG,FC Fulham,TSG 1899 Hoffenheim,Havard Nordtveit,1000000,4,2,1819,2019,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/42234/transfer_id/2390366
ENG1,TSG,FC Reading,TSG 1899 Hoffenheim,Danny Williams,2.000.000,5,1,1314,2013,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/38383/transfer_id/893947
ENG1,TSG,West Ham United,TSG 1899 Hoffenheim,Demba Ba,3.000.000,5,1,1011,2011,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/40205/transfer_id/147503
ENG1,TSG,Tottenham Hotspur,TSG 1899 Hoffenheim,Gylfi Sigurdsson,10000000,6,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/90466/transfer_id/741706
ENG1,TSG,Newcastle United,TSG 1899 Hoffenheim,Joelinton,44000000,7,1,1920,2019,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/333241/transfer_id/2571479
ENG1,TSG,FC Liverpool,TSG 1899 Hoffenheim,Roberto Firmino,50000000,7,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/131789/transfer_id/1267014
ESP1,TSG,Real Saragossa,TSG 1899 Hoffenheim,Franco Zuculini,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/73083/transfer_id/723432
ESP1,TSG,CA Osasuna,TSG 1899 Hoffenheim,Jukka Raitala,100000,2,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/47785/transfer_id/611782
ESP1,TSG,Real Saragossa,TSG 1899 Hoffenheim,Franco Zuculini,400000,3,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/73083/transfer_id/621014
ESP1,TSG,Deportivo La Coruna,TSG 1899 Hoffenheim,Fabian Schaer,3.000.000,5,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/135343/transfer_id/1847407
F95,TSG,Fortuna Duesseldorf,TSG 1899 Hoffenheim,Kasim Adams,99,1,2,1920,2019,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/263801/transfer_id/2596368
FCA,TSG,FC Augsburg,TSG 1899 Hoffenheim,Knowledge Musona,100000,2,2,1213,2012,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/120785/transfer_id/718380
FCA,TSG,FC Augsburg,TSG 1899 Hoffenheim,Gregor Kobel,150000,3,2,1819,2019,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/257814/transfer_id/2356242
FCA,TSG,FC Augsburg,TSG 1899 Hoffenheim,Jonathan Schmid,5.200.000,6,1,1617,2016,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/70285/transfer_id/1581328
FCB,TSG,FC Bayern Muenchen,TSG 1899 Hoffenheim,Tom Starke,0,1,1,1213,2012,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/80/transfer_id/717602
FCB,TSG,FC Bayern Muenchen,TSG 1899 Hoffenheim,Sebastian Rudy,0,1,1,1718,2017,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/57051/transfer_id/1674980
FCB,TSG,FC Bayern Muenchen,TSG 1899 Hoffenheim,Sandro Wagner,13.000.000,7,1,1718,2018,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/39743/transfer_id/1978401
FCB,TSG,FC Bayern Muenchen,TSG 1899 Hoffenheim,Luiz Gustavo,17.000.000,7,1,1011,2011,2,1,https://www.transfermarkt.de/jumplist/transfers/spieler/10471/transfer_id/516770
FCB,TSG,FC Bayern Muenchen,TSG 1899 Hoffenheim,Niklas Suele,20.000.000,7,1,1718,2017,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/166601/transfer_id/1674981
FCN,TSG,1.FC Nuernberg,TSG 1899 Hoffenheim,Wilson Kamavuaka,0,1,1,1112,2011,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/55512/transfer_id/570895
FCN,TSG,1.FC Nuernberg,TSG 1899 Hoffenheim,Per Nilsson,400.000,3,1,1011,2010,1,1,https://www.transfermarkt.de/jumplist/transfers/spieler/18100/transfer_id/431563
GER2,TSG,FC Ingolstadt 04,TSG 1899 Hoffenheim,Ramazan Oezcan,0,1,1,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/16498/transfer_id/569327
GER2,TSG,1.FC Union Berlin,TSG 1899 Hoffenheim,Daniel Haas,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/1464/transfer_id/717274
GER2,TSG,SC Paderborn 07,TSG 1899 Hoffenheim,Manuel Gulde,0,1,1,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/45683/transfer_id/722722
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Tobias Weis,0,1,1,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/20444/transfer_id/1260794
GER2,TSG,VfB Stuttgart,TSG 1899 Hoffenheim,Jens Grahl,0,1,1,1617,2016,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/40034/transfer_id/1483054
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Russell Canouse,0,1,2,1617,2016,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/184133/transfer_id/1526497
GER2,TSG,SG Dynamo Dresden,TSG 1899 Hoffenheim,Marvin Schwaebe,0,1,2,1617,2016,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160929/transfer_id/1509848
GER2,TSG,SV Sandhausen,TSG 1899 Hoffenheim,Benedikt Gimber,0,1,2,1617,2016,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/227084/transfer_id/1507452
GER2,TSG,Karlsruher SC,TSG 1899 Hoffenheim,Benedikt Gimber,0,1,2,1617,2017,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/227084/transfer_id/1689728
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Danilo Soares,0,1,1,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/154396/transfer_id/1809514
GER2,TSG,Hannover 96,TSG 1899 Hoffenheim,Philipp Ochs,0,1,1,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/207592/transfer_id/2780303
GER2,TSG,Hannover 96,TSG 1899 Hoffenheim,Michael Esser,0,1,1,2021,2020,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/61989/transfer_id/2962146
GER2,TSG,SC Paderborn 07,TSG 1899 Hoffenheim,Jukka Raitala,99,1,1,1011,2010,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/47785/transfer_id/474514
GER2,TSG,TSV 1860 Muenchen,TSG 1899 Hoffenheim,Kevin Volland,99,1,1,1011,2011,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/82009/transfer_id/523611
GER2,TSG,Karlsruher SC,TSG 1899 Hoffenheim,Marco Terrazzino,99,1,1,1011,2011,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/67869/transfer_id/532988
GER2,TSG,SC Paderborn 07,TSG 1899 Hoffenheim,Jens Grahl,99,1,2,1112,2011,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/40034/transfer_id/590394
GER2,TSG,SG Dynamo Dresden,TSG 1899 Hoffenheim,Vincenzo Grifo,99,1,2,1314,2014,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/185077/transfer_id/996061
GER2,TSG,TSV 1860 Muenchen,TSG 1899 Hoffenheim,Andreas Ludwig,99,1,2,1314,2014,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/67850/transfer_id/1009051
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Michael Gregoritsch,99,1,2,1415,2014,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/120205/transfer_id/1064161
GER2,TSG,FSV Frankfurt,TSG 1899 Hoffenheim,Vincenzo Grifo,99,1,2,1415,2014,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/185077/transfer_id/1088381
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Janik Haberer,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/177779/transfer_id/1260788
GER2,TSG,FSV Frankfurt,TSG 1899 Hoffenheim,Felipe Pires,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/327911/transfer_id/1329654
GER2,TSG,1.FC Kaiserslautern,TSG 1899 Hoffenheim,Antonio Colak,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160668/transfer_id/1309288
GER2,TSG,Karlsruher SC,TSG 1899 Hoffenheim,Grischa Proemel,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/234029/transfer_id/1315930
GER2,TSG,SC Freiburg,TSG 1899 Hoffenheim,Joshua Mees,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/196815/transfer_id/1332840
GER2,TSG,Fortuna Duesseldorf,TSG 1899 Hoffenheim,Kevin Akpoguma,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160241/transfer_id/1238946
GER2,TSG,FSV Frankfurt,TSG 1899 Hoffenheim,In hyeok Park,99,1,2,1516,2015,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/292269/transfer_id/1269014
GER2,TSG,SpVgg Greuther Fuerth,TSG 1899 Hoffenheim,Nicolai Rapp,99,1,2,1516,2016,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/185427/transfer_id/1425298
GER2,TSG,SSV Jahn Regensburg,TSG 1899 Hoffenheim,Benedikt Gimber,99,1,2,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/227084/transfer_id/1822822
GER2,TSG,SSV Jahn Regensburg,TSG 1899 Hoffenheim,Joshua Mees,99,1,2,1718,2017,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/196815/transfer_id/1845744
GER2,TSG,SV Darmstadt 98,TSG 1899 Hoffenheim,Baris Atik,99,1,2,1718,2018,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/161072/transfer_id/1998623
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Philipp Ochs,99,1,2,1718,2018,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/207592/transfer_id/1992191
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Robert Zulj,99,1,1,1920,2020,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/122676/transfer_id/2759291
GER2,TSG,SSV Jahn Regensburg,TSG 1899 Hoffenheim,David Otto,99,1,2,2021,2021,2,2,https://www.transfermarkt.de/jumplist/transfers/spieler/362184/transfer_id/3213486
GER2,TSG,FC St. Pauli,TSG 1899 Hoffenheim,Joseph Claude Gyau,50000,2,2,1213,2012,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/160670/transfer_id/790817
GER2,TSG,VfL Bochum,TSG 1899 Hoffenheim,Tobias Weis,50.000,2,2,1415,2014,1,2,https://www.transfermarkt.de/jumplist/transfers/spieler/20444/transfer_id/1121792
